NOME_VIA,NOME_QUARTIERE
VICOLO MALGRADO,Santo Stefano
VICOLO MANDRIA,Santo Stefano
VICOLO MARISCOTTI,Santo Stefano
VICOLO MONTICELLI,Santo Stefano
VICOLO POSTERLA,Santo Stefano
VICOLO RANOCCHI,Santo Stefano
VICOLO S.DAMIANO,Santo Stefano
VICOLO S.GIOBBE,Santo Stefano
VICOLO S.LUCIA,Santo Stefano
VICOLO TUBERTINI,Santo Stefano
VICOLO VIAZZOLO,Santo Stefano
VOLTONE DEL PODESTA',Santo Stefano
LA BASTIA,Savena
LARGO BRESCIA,Savena
P.LE ATLETI AZZURRI D'ITALIA,Savena
PASSAGGIO GIOVANNI PALATUCCI,Savena
PIAZZA BELLUNO,Savena
PIAZZA CADUTI DI S.RUFFILLO,Savena
PIAZZA GRIGORIS LAMBRAKIS,Savena
PIAZZALE LUCIANO ANCESCHI,Savena
PIAZZALE TINA MERLIN,Savena
ROTONDA BRIGATA PARACADUTISTI FOLGORE,Savena
ROTONDA CADUTI ITALIANI IN MISSIONE DI PACE,Savena
ROTONDA CHARLES DE GAULLE,Savena
ROTONDA DECORATI AL VALOR MILITARE,Savena
ROTONDA DISPERSI DEL NAUFRAGIO DEL PIROSCAFO ORIA,Savena
ROTONDA ORSOLA MEZZINI,Savena
ROTONDA PRINCIPESSA MAFALDA DI SAVOIA,Savena
ROTONDA VERENIN GRAZIA,Savena
SOTTOPASSO ARMANDO TOMESANI,Savena
VIA A. BACCHI DELLA LEGA,Savena
VIA ABRUZZO,Savena
VIA ADIGE,Savena
VIA ALBA,Savena
VIA ALBERTO DALLOLIO,Savena
VIA ALBERTO FRANCHETTI,Savena
VIA ALBERTO LEGNANI,Savena
VIA ALBERTO MARIO,Savena
VIA ALBERTO ROVIGHI,Savena
VIA ALESSANDRO ANTONELLI,Savena
VIA ALESSANDRO CORTICELLI,Savena
VIA ALESSANDRO FLEMING,Savena
VIA ALFONSINE,Savena
VIA ALFONSO CORRADI,Savena
VIA ALFREDO BARBACCI,Savena
VIA ALTURA,Savena
VIA AMICO ASPERTINI,Savena
VIA AMILCARE PONCHIELLI,Savena
VIA AMLETO ZECCHI,Savena
VIA ANGELO MARIANI,Savena
VIA ANTONELLO DA MESSINA,Savena
VIA ANTONIO FIACCHI,Savena
VIA ANTONIO FONTANESI,Savena
VIA ANTONIO LABRIOLA,Savena
VIA ANTONIO MARIA VALSALVA,Savena
VIA ANTONIO PACINOTTI,Savena
VIA ANTONIO ROSMINI,Savena
VIA ANTONIO SALIERI,Savena
VIA ANTONIO VIVALDI,Savena
VIA ARCANGELO CORELLI,Savena
VIA ARGONNE,Savena
VIA ARNO,Savena
VIA BARTOLOMEO MARIA DAL MONTE,Savena
VIA BASSANO DEL GRAPPA,Savena
VIA BELLARIA,Savena
VIA BENEDETTO MARCELLO,Savena
VIA BENOZZO GOZZOLI,Savena
VIA BEPPE FENOGLIO,Savena
VIA BERENGARIO DA CARPI,Savena
VIA BERNARDINO TELESIO,Savena
VIA BEZZECCA,Savena
VIA BOVES,Savena
VIA BRENTA,Savena
VIA BRUNO MUGELLINI,Savena
VIA BUON PASTORE,Savena
VIA CADUTI E DISP. IN GUERRA,Savena
VIA CAGLIARI,Savena
VIA CALABRIA,Savena
VIA CALANCO,Savena
VIA CAMILLO OBLACH,Savena
VIA CARDINALE G. DE ALBORNOZ,Savena
VIA CARLO CARLI,Savena
VIA CARLO MARX,Savena
VIA CASSINO,Savena
VIA CAVEDONE,Savena
VIA CESARE PAVESE,Savena
VIA CESARE ZUCCARDI MERLI,Savena
VIA CORRADO MAZZONI,Savena
VIA CRACOVIA,Savena
VIA CROARA,Savena
VIA CROCE DI CAMALDOLI,Savena
VIA CUNEO,Savena
VIA DEGLI ORTI,Savena
VIA DEGLI ORTOLANI,Savena
VIA DEI MACERI,Savena
VIA DEI SETTE LEONCINI,Savena
VIA DEL PALEOTTO,Savena
VIA DEL PERUGINO,Savena
VIA DEL PICCHIO,Savena
VIA DEL POGGIO,Savena
VIA DEL POZZO,Savena
VIA DELL'ANGELO CUSTODE,Savena
VIA DELL'AURORA,Savena
VIA DELL'UCCELLINO,Savena
VIA DELLA BATTAGLIA,Savena
VIA DELLA CAVA,Savena
VIA DELLA DIRETTISSIMA,Savena
VIA DELLA FOSCHERARA,Savena
VIA DELLA FRASCA,Savena
VIA DELLA PALMA,Savena
VIA DELLE ARMI,Savena
VIA DELLE FOSSE ARDEATINE,Savena
VIA DELLO SPALTO,Savena
VIA DI JOLA,Savena
VIA DI MONTE DONATO,Savena
VIA DOMENICO CIMAROSA,Savena
VIA DOMENICO SCARLATTI,Savena
VIA DOMODOSSOLA,Savena
VIA DOMOKOS,Savena
VIA DON LUIGI GUANELLA,Savena
VIA DUE MADONNE,Savena
VIA EMILIA LEVANTE,Savena
VIA ENRICO GOLINELLI,Savena
VIA ERCOLE LELLI,Savena
VIA ETRURIA,Savena
VIA ETTORE NADALINI,Savena
VIA FAENZA,Savena
VIA FEDERIGO ENRIQUES,Savena
VIA FELTRE,Savena
VIA FERRARA,Savena
VIA FILIPPINI,Savena
VIA FIORITA,Savena
VIA FIRENZE,Savena
VIA FOSSOLO,Savena
VIA FRANCESCO BRIZZI,Savena
VIA FRANCESCO CAVAZZONI,Savena
VIA FRANCESCO CILEA,Savena
VIA FRANCESCO NULLO,Savena
VIA FRANCESCO S. MERCADANTE,Savena
VIA FRANCESCO SERATO,Savena
VIA FRANCO ALFANO,Savena
VIA FRIULI-VENEZIA GIULIA,Savena
VIA GAETANO DONIZETTI,Savena
VIA GAETANO TACCONI,Savena
VIA GAIBARA,Savena
VIA GASPARE NADI,Savena
VIA GASPARE TAGLIACOZZI,Savena
VIA GENOVA,Savena
VIA GEROLAMO RAINALDI,Savena
VIA GHERARDO GHIRARDINI,Savena
VIA GIACOMO FILIPPO NOVARO,Savena
VIA GIACOMO PUCCINI,Savena
VIA GIAN GIACOMO CARISSIMI,Savena
VIA GIANBATTISTA TIEPOLO,Savena
VIA GIORDANO BRUNO,Savena
VIA GIOV.BATTISTA PERGOLESI,Savena
VIA GIOVAN BATTISTA CORTESI,Savena
VIA GIOVANNI ANTONIO MAGINI,Savena
VIA GIOVANNI DUPRE',Savena
VIA GIOVANNI FAVILLI,Savena
VIA GIOVANNI SEBASTIANO BACH,Savena
VIA GIROLAMO FRESCOBALDI,Savena
VIA GIULIO GAIST,Savena
VIA GIUSEPPE ATTI,Savena
VIA GIUSEPPE BANDI,Savena
VIA GIUSEPPE BORGATTI,Savena
VIA GIUSEPPE BOSI,Savena
VIA GIUSEPPE CESARE ABBA,Savena
VIA GIUSEPPE DOZZA,Savena
VIA GIUSEPPE TORELLI,Savena
VIA GUAZZALOCA,Savena
VIA IPPOLITO NIEVO,Savena
VIA ISTRIA,Savena
VIA LANCIANO,Savena
VIA LAZIO,Savena
VIA LIDICE,Savena
VIA LIGURIA,Savena
VIA LOMBARDIA,Savena
VIA LONGARONE,Savena
VIA LORENZO BARTOLINI,Savena
VIA LUCA MARENZIO,Savena
VIA LUCA SIGNORELLI,Savena
VIA LUCANIA,Savena
VIA LUDWIG VAN BEETHOVEN,Savena
VIA LUIGI BOMBICCI,Savena
VIA LUIGI CHERUBINI,Savena
VIA LUIGI FANTINI,Savena
VIA LUIGI LONGO,Savena
VIA LUIGI TUKORY,Savena
VIA M. E L. MANCINELLI,Savena
VIA MALVEZZA,Savena
VIA MARCELLO ORETTI,Savena
VIA MARCHE,Savena
VIA MARIO LONGHENA,Savena
VIA MASSA CARRARA,Savena
VIA MICHELE AMARI,Savena
VIA MILANO,Savena
VIA MINCIO,Savena
VIA MISA,Savena
VIA MODENA,Savena
VIA MOLISE,Savena
VIA MONTELUNGO,Savena
VIA NAPOLI,Savena
VIA NICOLO' PASQUALI ALIDOSI,Savena
VIA ORAZIO SAMACCHINI,Savena
VIA OSOPPO,Savena
VIA PABLO NERUDA,Savena
VIA PADOVA,Savena
VIA PAGANINO BONAFEDE,Savena
VIA PAOLO BARONI,Savena
VIA PARISIO,Savena
VIA PARMA,Savena
VIA PASQUALE VILLARI,Savena
VIA PELLEGRINO A. ORLANDI,Savena
VIA PIACENZA,Savena
VIA PIEMONTE,Savena
VIA PIER LUIGI DA PALESTRINA,Savena
VIA PIER PAOLO MOLINELLI,Savena
VIA PIETRANSIERI,Savena
VIA PIETRO CANONICI,Savena
VIA PIETRO DA ANZOLA,Savena
VIA PIETRO GIANNONE,Savena
VIA PIETRO GUBELLINI,Savena
VIA PIETRO MASCAGNI,Savena
VIA PIETRO POMPONAZZI,Savena
VIA PIEVE DI CADORE,Savena
VIA PO,Savena
VIA PONTEVECCHIO,Savena
VIA POPULONIA,Savena
VIA PORTAZZA,Savena
VIA PUGLIE,Savena
VIA RAMBERTINO BUVALELLI,Savena
VIA RAVENNA,Savena
VIA REGGIO EMILIA,Savena
VIA RICCARDO STRACCIARI,Savena
VIA RIO POLO,Savena
VIA ROBERTO ARDIGO',Savena
VIA RODOLFO MONDOLFO,Savena
VIA ROMAGNA,Savena
VIA ROSELLE,Savena
VIA S.RUFFILLO,Savena
VIA SALVADOR ALLENDE,Savena
VIA SARDEGNA,Savena
VIA SAVENA ANTICO,Savena
VIA SAVIGNO,Savena
VIA SAVONA,Savena
VIA SESTO SAN GIOVANNI,Savena
VIA SICILIA,Savena
VIA SIEPELUNGA,Savena
VIA SPINA,Savena
VIA TAGLIAMENTO,Savena
VIA TEVERE,Savena
VIA TITTA RUFFO,Savena
VIA TOMASO ALBINONI,Savena
VIA TOMMASO CAMPANELLA,Savena
VIA TOMMASO LAURETI,Savena
VIA TORINO,Savena
VIA TOSCANA,Savena
VIA TREVISO,Savena
VIA UDINE,Savena
VIA UMBERTO GIORDANO,Savena
VIA UMBRIA,Savena
VIA VALLE D'AOSTA,Savena
VIA VENEZIA,Savena
VIA VENTIMIGLIA,Savena
VIA VERMENA,Savena
VIA VETULONIA,Savena
VIA VICENZA,Savena
VIA VINCENZO BELLINI,Savena
VIA VINCENZO GEMITO,Savena
VIA VITTORE CARPACCIO,Savena
VIALE ABRAMO LINCOLN,Savena
VIALE FELSINA,Savena
VIALE ILIC ULJANOV LENIN,Savena
VIALE JOSEMARIA ESCRIVA',Savena
VIALE LUNGOSAVENA,Savena
VIALE ROBERTO VIGHI,Savena
VIALE ROMA,Savena
VIALE SERGIO CAVINA,Savena
VICOLO BIANCO,Savena
VICOLO CASE,Savena
VICOLO DEL BOSCO,Savena
